Brand,Sneaker Name,Sale Price,Retail Price,Shoe Size
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,359,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,362,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,387,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,384,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,359,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,383,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,373,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,368,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,384,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,370,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,365,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,345,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,355,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,359,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,399,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,357,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,344,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,340,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,376,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,14
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,367,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,488,220,13.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,331,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,371,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,371,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,366,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,367,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,367,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,397,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,368,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,365,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,199,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,366,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,381,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,14
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,374,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,399,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,501,220,14.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,372,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,190,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,155,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,374,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,469,220,12.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,383,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,397,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,190,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,373,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,399,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,384,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,395,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,350,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,14
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,368,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,392,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,675,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,935,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,861,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,795,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,748,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,740,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,410,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,415,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,429,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,400,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,430,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,420,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,410,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,391,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,665,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,640,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,642,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,665,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,624,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,715,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,664,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,646,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,630,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,640,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,590,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,530,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,645,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,630,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,575,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,550,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,505,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,517,220,8.5
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1340,190,10
Off-White,Nike-Air-Force-1-Low-Off-White,575,170,9
Off-White,Nike-Air-Force-1-Low-Off-White,800,170,4.5
Off-White,Nike-Air-Force-1-Low-Off-White,495,170,10.5
Off-White,Nike-Blazer-Mid-Off-White,565,130,11
Off-White,Nike-Blazer-Mid-Off-White,650,130,14
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,400,200,11
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,361,200,10
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,375,200,8
Off-White,Nike-Zoom-Fly-Off-White,435,170,9
Off-White,Nike-Zoom-Fly-Off-White,380,170,6
Off-White,Nike-Zoom-Fly-Off-White,455,170,10.5
 Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,950,200,10
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,690,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,1490,220,12.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,342,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,415,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,380,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,346,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,349,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,355,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,348,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,393,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,359,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,355,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,336,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,385,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,356,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,385,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,390,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,335,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,361,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,385,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,390,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,355,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,367,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,342,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,390,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,362,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,378,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,380,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,345,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,380,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,395,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,398,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,369,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,340,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,383,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,358,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,415,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,346,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,326,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,391,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,345,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,362,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,395,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,388,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,398,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,363,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,397,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,368,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,353,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,399,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,394,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,398,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,393,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,366,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,362,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,363,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,393,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,430,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,363,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,406,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,358,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,8
