Brand,Sneaker Name,Sale Price,Retail Price,Shoe Size
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,371,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,395,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,95,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,366,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,405,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,200,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,352,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,365,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,210,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,169,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,387,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,188,220,12.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,352,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,150,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,14
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,350,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,373,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,371,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,353,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,387,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,399,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,373,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,384,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,356,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,392,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,384,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,395,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,353,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,386,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,448,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,373,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,350,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,377,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,382,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,649,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,625,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,895,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,700,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,710,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,407,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,450,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,490,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,400,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,550,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,650,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,200,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,685,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,575,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,507,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,585,220,11.5
Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,560,220,11.5
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1249,190,14
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1350,190,12
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1339,190,10
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1340,190,10
Off-White,Nike-Air-Force-1-Low-Off-White,490,170,10
Off-White,Nike-Air-Force-1-Low-Off-White,169,170,11
Off-White,Nike-Air-Max-90-Off-White,507,160,8
Off-White,Nike-Air-Max-97-Off-White,500,190,10.5
Off-White,Nike-Air-Max-97-Off-White,545,190,11
Off-White,Nike-Air-Max-97-Off-White,545,190,12
Off-White,Nike-Air-Presto-Off-White,976,160,11
Off-White,Nike-Air-Presto-Off-White,1050,160,10
Off-White,Nike-Air-VaporMax-Off-White,667,250,9
Off-White,Nike-Air-VaporMax-Off-White,150,250,8.5
Off-White,Nike-Air-VaporMax-Off-White,597,250,6
Off-White,Nike-Blazer-Mid-Off-White,95,130,5
Off-White,Nike-Blazer-Mid-Off-White,565,130,9.5
Off-White,Nike-Blazer-Mid-Off-White,526,130,11
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,380,200,10.5
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,393,200,10
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,800,220,11
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,810,220,10
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,800,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,399,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,337,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,433,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,374,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,395,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,389,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,399,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,364,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,386,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,385,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,358,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,360,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,398,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,398,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,370,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,395,220,4.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,340,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,400,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,365,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,353,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,379,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,355,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,420,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,398,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,389,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,365,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,342,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,347,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,350,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,374,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,390,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,369,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,340,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,365,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,371,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,387,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,362,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,359,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,370,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,372,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,384,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,352,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,359,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,356,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,359,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,376,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,377,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,326,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,320,220,4
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,400,220,14
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,389,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,376,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,390,220,6.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,7.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,374,220,5.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,364,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,363,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,341,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,345,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,378,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,378,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,331,220,5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,11.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,363,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,379,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,404,220,4.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,374,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,373,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,350,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,359,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,381,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,388,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,375,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,345,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,385,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,380,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,360,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,355,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,359,220,8
 Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,378,220,13
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,585,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,600,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,566,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,816,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,855,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,785,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,711,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,825,220,7
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,740,220,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,677,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,700,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,455,220,12
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,432,220,10
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,420,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,396,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,668,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,610,220,8.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,650,220,9
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,748,220,11
 Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,660,220,6
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,540,780,10.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,585,220,12
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1389,190,10
Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1400,190,8
Off-White,Nike-Air-Force-1-Low-Off-White,460,170,13
Off-White,Nike-Air-Force-1-Low-Off-White,450,170,11.5
Off-White,Nike-Air-Max-90-Off-White,585,160,9
Off-White,Nike-Air-Max-97-Off-White,550,2000,11
Off-White,Nike-Air-Max-97-Off-White,515,190,12
Off-White,Nike-Air-Max-97-Off-White,554,190,11
Off-White,Nike-Air-Presto-Off-White,1057,160,11
Off-White,Nike-Air-Presto-Off-White,1115,160,8
Off-White,Nike-Air-VaporMax-Off-White,635,250,6.5
Off-White,Nike-Air-VaporMax-Off-White,730,250,10.5
Off-White,Nike-Blazer-Mid-Off-White,555,1000,10.5
Off-White,Nike-Blazer-Mid-Off-White,559,130,10
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,388,200,10
Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,420,200,9.5
Off-White,Nike-Zoom-Fly-Off-White,398,170,6.5
Off-White,Nike-Zoom-Fly-Off-White,415,170,8
 Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,860,220,9.5
 Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,380,220,6
